"W1-H","W1-L","W1-M","N1-H","N1-L","N1-M","W2-H","W2-L","W2-M","W3-H","W3-L","W3-M","W4-H","W4-L","W5-H","W5-L"
"Snrpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snta1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sntb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sntb2",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"Sntg1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snupn",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Snw1",5,7,5,11,11,2,46,42,3,149,10,308,6,2,0,2
"Snx1",0,0,9,1,2,0,4,0,0,1,11,0,1,0,0,0
"Snx10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snx11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snx12",0,1,1,0,0,0,0,0,0,3,2,2,2,0,0,0
"Snx13",0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0
"Snx14",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Snx15",1,1,1,0,0,0,0,0,0,3,3,4,1,0,0,0
"Snx16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snx17",2,1,2,0,0,0,3,1,3,4,5,7,5,2,0,1
"Snx18",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Snx19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snx2",18,1,1,2,1,0,1,1,0,6,64,4,13,0,0,5
"Snx20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snx21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snx24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snx25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snx27",1,0,1,0,0,0,1,1,0,2,3,4,0,0,0,0
"Snx29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snx3",14,18,67,4,6,3,35,20,31,270,104,205,72,21,0,20
"Snx30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snx32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snx33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snx4",0,1,2,0,0,0,1,0,0,4,3,3,1,0,0,0
"Snx5",0,0,0,0,0,0,1,0,0,1,23,2,11,0,0,0
"Snx6",14,9,7,16,3,1,32,4,4,240,25,261,89,27,1,48
"Snx7",1,1,2,0,1,0,0,0,4,0,1,0,0,0,0,0
"Snx8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snx9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soat1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Socs1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Socs2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Socs3",0,1,41,0,1,2,0,25,8,0,0,1,0,0,0,0
"Socs4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Socs5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Socs6",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Socs7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sod1",62,6,51,24,20,5,95,35,38,18,19,32,173,15,1,2
"Sod2",2,2,3,0,0,1,19,2,5,74,139,144,80,2,0,11
"Sod3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soga1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soga3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Son",222,283,358,36,33,30,56,58,53,458,366,518,131,47,6,421
"Sorbs1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sorbs2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sorbs3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sorcs2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sord",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"Sorl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sort1",0,0,0,0,0,0,0,0,0,4,3,3,1,0,0,1
"Sos1",0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
"Sos2",0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
"Sostdc1",118,17,26,1,1,7,443,21,33,734,127,1512,9,109,1,28
"Sowahc",0,1,2,0,0,0,0,0,0,2,2,3,0,0,0,2
"Sox10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sox12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sox13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sox15",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sox21",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Sox4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sox5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sox6",1,0,2,0,10,0,0,1,1,0,0,0,0,0,0,0
"Sox7",2,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0
"Sox9",4,1,4,0,0,0,120,2,6,1116,33,857,4,160,3,334
"Sp1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Sp100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sp110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sp140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sp2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Sp3",8,2,4,1,2,1,1,4,4,3,3,6,4,1,0,0
"Sp3os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sp4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sp9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spa17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spaca6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spag1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spag11a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spag4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spag5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spag7",3,1,5,9,1,1,12,3,1,141,7,10,48,3,0,0
"Spag9",2,1,1,1,0,0,1,1,1,2,3,4,1,1,0,2
"Sparc",6,6,7,1,19,1,1,2,2,0,0,0,51,27,0,0
"Spast",0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
"Spata1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spata13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spata2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spata24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spata2l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spata31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spata5",0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
"Spata5l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spata6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spata7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spats1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spats2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spats2l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spc24",1,0,1,0,0,0,1,1,1,2,1,1,4,2,0,0
"Spc25",0,0,0,0,0,0,1,1,1,1,1,1,3,1,0,0
"Spcs1",70,17,105,22,14,14,62,33,37,273,358,300,111,67,1,63
"Spcs2",87,24,130,9,10,5,63,52,50,383,238,206,114,32,0,47
"Spcs2-ps",0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0
"Spcs3",0,0,0,0,0,0,3,0,0,10,2,2,2,0,0,1
"Spdl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spdya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Specc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Specc1l",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Spef1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Speg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spen",0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0
"Spg11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spg20",0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0
"Spg21",21,3,4,6,9,0,31,2,2,7,4,89,52,3,0,1
"Spg7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphk1",0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0
"Sphk2",0,1,1,0,0,0,1,1,0,3,5,5,4,0,0,1
"Spice1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Spidr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spin1",1,0,1,0,0,0,4,2,1,3,2,2,3,1,0,0
"Spin2-ps2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spin2c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spin3-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spin4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spink14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spink2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spink4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spink5",0,0,0,0,0,0,0,0,0,12,63,18,0,0,2,5
"Spint1",0,0,0,0,0,0,0,0,0,14,3,3,10,1,0,1
"Spint2",60,48,86,9,12,10,22,21,25,292,201,282,104,60,1,100
"Spire1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spns1",0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0
"Spns2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spock2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spon1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spon2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spop",8,12,23,4,1,2,59,32,43,194,12,208,9,2,1,23
"Spopl",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"Sppl2a",1,0,2,0,0,0,1,1,1,4,8,6,1,0,0,1
"Sppl2b",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Sppl3",0,0,1,0,0,0,0,0,0,2,2,1,1,0,0,0
"Spr",2,3,3,0,0,0,0,0,0,2,2,2,8,1,0,1
"Spred1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Spred2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sprr1a",10,8,9,0,0,0,5,4,4,1251,2103,937,18,12,21,310
"Sprr1b",0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0
"Sprr2a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sprr2a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sprr2a3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sprr2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sprr2d",0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0
"Sprr2h",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Sprr2i",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sprr4",0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0
"Sprtn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spry1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spry2",20,19,91,1,10,2,30,38,7,20,19,238,61,4,1,5
"Spry4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spryd3",1,1,1,0,0,0,0,0,0,2,1,2,0,0,0,0
"Spryd4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spryd7",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Spsb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spsb2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Spsb3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spsb4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Sptan1",2,0,1,0,0,0,1,1,0,5,6,14,2,1,0,1
"Sptb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sptbn1",5,7,6,8,3,4,56,29,18,188,232,225,4,3,1,17
"Sptbn2",1,0,1,0,0,0,0,0,0,5,7,5,2,1,0,0
"Sptbn4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sptlc1",1,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0
"Sptlc2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Sptlc3",1,1,1,0,0,0,0,0,0,2,3,2,0,0,0,0
"Sptssa",47,18,164,18,21,3,46,66,54,28,449,384,52,46,0,61
"Spty2d1",0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0
"Spx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sqle",1,0,4,0,0,0,1,2,2,7,33,5,28,1,1,2
"Sqrdl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sqstm1",3,2,3,5,9,1,22,3,1,7,25,9,12,31,0,3
"Sra1",3,3,10,13,6,4,43,3,5,17,33,228,78,2,1,7
"Srbd1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Src",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Srcap",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Srcin1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Srd5a1",1,0,1,0,0,0,0,0,0,2,11,2,1,0,0,0
"Srd5a3",0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0
"Srebf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Srebf2",0,0,1,0,0,0,0,0,0,1,1,3,1,0,0,0
"Srek1",2,1,2,3,0,0,4,1,9,5,20,14,26,1,0,15
"Srek1ip1",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Srf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Srfbp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Srgap1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Srgap2",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Srgap3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Srgn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sri",6,19,13,7,8,7,33,23,39,11,24,205,48,1,0,4
"Srm",2,1,5,0,0,0,0,2,2,1,2,2,44,2,0,0
"Srms",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Srp14",41,6,95,10,15,3,39,17,42,120,265,296,134,48,1,52
"Srp19",2,1,2,4,0,1,1,1,1,21,15,3,39,2,0,5
"Srp54a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Srp54b",1,0,1,0,0,0,0,0,0,2,1,8,1,0,0,0
"Srp68",1,1,16,0,0,0,13,1,1,3,3,4,54,1,0,0
"Srp72",25,4,94,2,9,5,8,12,32,10,11,284,54,4,0,3
"Srp9",2,2,26,3,3,1,9,6,3,93,48,168,23,2,0,4
"Srpk1",35,4,17,4,10,1,40,25,48,295,61,342,78,3,1,26
"Srpk2",2,6,27,17,5,10,37,46,14,179,112,170,43,1,0,58
"Srpr",4,2,6,1,4,1,4,3,2,121,43,162,7,3,1,2
"Srprb",0,0,0,0,0,0,0,1,0,1,2,2,2,1,0,0
"Srr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Srrm1",33,40,56,19,20,10,43,36,47,471,240,271,80,14,1,24
"Srrm2",153,68,190,31,21,14,90,50,69,314,158,158,234,45,8,150
"Srrm4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Srrm4os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Srrt",1,1,2,2,0,0,1,2,1,4,2,4,54,1,0,1
"Srsf1",1,0,1,0,0,0,0,0,0,1,1,0,13,0,0,0
"Srsf10",9,5,18,11,12,8,58,14,19,8,20,148,59,23,0,10
"Srsf11",64,74,197,15,19,12,65,77,53,424,433,407,138,42,1,59
"Srsf12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Srsf2",162,8,27,21,10,6,79,76,47,300,295,692,181,61,2,69
"Srsf3",12,70,101,19,16,9,75,17,68,148,29,348,219,59,1,36
"Srsf4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Srsf5",20,14,111,8,13,9,29,37,30,36,223,187,54,14,2,29
"Srsf6",16,2,35,8,2,0,22,2,22,35,14,27,70,39,1,21
"Srsf7",106,7,114,12,7,10,73,61,36,158,234,260,110,24,0,2
"Srsf9",0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0
"Srxn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ss18",0,0,1,0,1,0,0,9,1,1,2,3,12,0,0,0
"Ss18l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ssb",21,12,53,15,16,12,39,50,48,272,132,247,111,4,1,28
"Ssbp1",0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
"Ssbp2",3,3,34,7,17,4,18,29,28,8,10,124,2,4,0,0
"Ssbp3",1,0,0,0,0,0,0,0,0,35,3,5,16,1,0,0
"Ssbp4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ssc4d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ssc5d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ssfa2",0,0,0,0,0,0,0,1,0,6,98,66,0,1,1,50
"Ssh1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ssh2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ssh3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ssna1",10,12,18,15,17,11,54,57,9,476,82,400,116,55,1,26
"Sspn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sspo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ssr1",104,67,159,19,9,4,80,69,29,589,363,486,123,23,0,16
"Ssr2",34,17,50,15,17,11,25,31,52,362,135,413,161,87,1,54
"Ssr3",2,1,13,7,2,2,12,9,0,7,67,49,15,2,0,3
"Ssr4",88,11,157,22,16,11,52,60,14,232,65,383,112,11,1,68
"Ssrp1",17,2,41,8,5,1,30,35,28,65,6,13,66,3,0,1
"Sssca1",0,0,1,0,0,0,0,0,0,1,2,1,6,0,0,0
"Ssu72",0,5,1,0,0,0,0,0,2,2,12,25,10,2,0,1
"Ssx2ip",0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0
"St13",80,75,47,19,5,7,62,88,55,403,268,364,141,44,1,35
"St14",0,0,0,0,0,0,0,0,0,2,0,1,13,0,0,0
"St3gal1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St3gal2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St3gal3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St3gal4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St3gal5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St3gal6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St5",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"St6gal1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St6gal2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St6galnac2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St6galnac4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St6galnac6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St7l",0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0
"St8sia6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stab1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stac2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stag1",1,0,1,2,1,0,2,1,0,4,2,2,0,0,0,1
"Stag2",0,1,1,1,2,0,1,0,1,19,5,5,1,1,0,1
"Stag3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stam",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Stam2",0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0
"Stambp",1,0,1,0,0,0,0,0,0,1,2,1,2,0,0,0
"Stambpl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stamos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stap1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stap2",0,0,1,0,0,0,0,0,0,3,15,4,0,0,0,0
"Star",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stard10",1,1,1,0,0,0,0,0,0,5,2,1,2,0,0,0
"Stard13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stard3",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Stard3nl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stard4",0,1,1,0,0,0,0,2,1,2,7,4,1,0,0,0
"Stard5",0,0,1,1,0,0,1,1,1,125,18,16,1,2,0,5
"Stard7",0,0,0,0,0,0,0,0,0,1,1,1,11,0,0,0
"Stard9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stat1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stat2",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Stat3",32,14,39,4,3,1,17,42,26,201,257,317,2,8,0,31
"Stat4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stat5a",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"Stat5b",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Stat6",0,0,1,1,0,0,0,0,0,33,2,3,1,1,0,0
"Stau1",0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0
"Stau2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stbd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steap1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steap2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steap3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steap4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stfa1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Stfa2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stfa3",4,3,4,0,0,0,0,0,0,1,1,2,0,0,0,0
"Stil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stim1",1,2,3,1,0,0,0,1,0,4,15,20,0,0,0,0
"Stim2",0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0
"Stip1",7,5,8,1,0,0,15,1,3,11,11,19,71,4,0,1
"Stk10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stk11",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Stk11ip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stk16",0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0
"Stk17b",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Stk19",0,1,1,0,0,0,0,0,0,2,2,4,9,0,0,0
"Stk19-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stk24",0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0
"Stk25",0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
"Stk26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stk3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Stk31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stk35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stk38",1,0,1,3,3,0,0,0,0,2,2,5,2,0,0,1
"Stk38l",1,4,1,0,0,0,0,2,1,1,2,2,0,0,0,0
"Stk39",0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
"Stk4",0,0,1,0,0,0,0,1,0,2,2,1,0,0,0,0
"Stk40",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Stmn1",31,11,13,9,9,4,123,44,41,191,20,196,239,29,0,1
"Stom",1,1,2,0,0,0,1,0,0,1,1,2,1,3,0,0
"Stoml1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Stoml2",2,1,4,0,0,1,4,2,1,4,6,12,105,2,0,0
"Ston1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ston2",0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
"Stox2",0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0
"Stpg1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stra13",24,66,119,15,10,2,22,27,21,181,47,246,104,3,1,45
"Stra6",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Strada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stradb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Strap",2,1,6,0,1,0,27,14,14,4,6,66,40,1,0,0
"Strbp",0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0
"Strip1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Strn",0,0,1,0,0,0,2,0,0,2,2,4,0,0,0,1
"Strn3",1,1,1,0,0,0,1,1,0,2,3,2,1,0,0,1
"Strn4",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Stt3a",2,3,6,0,1,2,20,3,1,7,10,187,26,8,0,1
"Stt3b",1,1,1,0,0,0,0,0,0,2,1,16,2,0,0,0
"Stub1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Stx11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stx12",1,0,1,0,0,0,0,0,0,2,5,2,3,0,0,3
"Stx16",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Stx17",0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0
"Stx18",0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0
