"W1-H","W1-L","W1-M","N1-H","N1-L","N1-M","W2-H","W2-L","W2-M","W3-H","W3-L","W3-M","W4-H","W4-L","W5-H","W5-L"
"D830025C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D830050J10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D8Ertd738e",71,23,158,11,15,16,49,22,35,433,314,355,229,88,2,44
"D8Ertd82e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D930015E06Rik",0,0,1,0,0,0,0,0,1,1,2,1,1,0,0,0
"D930016D06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D930020B18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D930030I03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D930048N14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DHRSX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daam1",5,3,4,5,0,0,1,6,4,5,22,9,7,2,0,4
"Daam2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dab1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dab2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dab2ip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dach1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dad1",61,100,214,38,20,15,39,73,52,303,317,380,199,68,1,53
"Dag1",7,1,2,1,0,0,12,1,3,66,3,52,2,1,0,2
"Dagla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daglb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dalrd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dancr",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dand5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dap",2,2,4,12,0,0,6,4,1,6,4,6,5,2,0,1
"Dap3",2,1,1,0,0,0,1,0,1,5,4,8,66,2,0,0
"Dapk1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dapk2",0,0,0,0,0,0,0,0,0,6,2,3,0,0,0,0
"Dapk3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dapl1",9,207,267,11,14,3,0,39,15,35,861,40,53,14,9,118
"Dapp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dars",1,1,8,2,3,0,25,0,1,3,3,6,15,0,0,0
"Dars2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daxx",0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
"Dazap1",1,0,2,0,0,0,0,0,2,2,1,1,2,0,0,0
"Dazap2",148,133,377,18,15,15,96,105,79,615,273,477,185,53,0,51
"Dbf4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Dbi",232,126,236,33,31,28,43,27,44,1886,1428,1465,714,186,6,661
"Dbil5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dbn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dbndd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dbnl",9,6,8,8,10,2,6,5,29,83,281,202,61,2,0,2
"Dbp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dbr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dbt",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Dcaf10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcaf11",1,1,1,0,0,0,1,0,1,2,2,3,3,0,0,1
"Dcaf12",1,1,1,0,0,0,0,1,1,3,4,3,1,0,0,1
"Dcaf13",0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0
"Dcaf15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcaf17",0,0,0,0,0,0,0,0,0,2,1,1,4,0,0,0
"Dcaf4",0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0
"Dcaf5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcaf6",1,2,15,0,0,0,2,1,2,2,8,9,1,0,0,0
"Dcaf7",1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"Dcaf8",1,1,3,1,2,0,1,6,1,4,2,6,7,1,0,1
"Dcakd",2,0,1,0,0,0,2,1,1,3,2,4,52,2,0,0
"Dcbld1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dcbld2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcdc2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dclk1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Dclk2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dclk3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dclre1a",0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
"Dclre1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dclre1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcn",0,0,0,0,0,0,0,1,1,2,3,3,12,6,0,0
"Dcp1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcp1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcps",0,0,0,0,0,0,0,0,0,0,1,1,44,0,0,0
"Dcst1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcst2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dct",0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0
"Dctd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dctn1",0,1,0,0,0,0,0,0,0,3,2,4,1,2,0,1
"Dctn2",2,3,3,2,0,1,3,1,0,19,5,23,59,7,0,24
"Dctn3",38,59,181,14,20,16,86,60,24,431,413,427,101,76,1,92
"Dctn4",51,27,66,20,11,4,63,42,47,252,324,208,87,5,0,13
"Dctn5",2,1,2,0,0,0,1,0,1,5,3,5,18,1,0,1
"Dctn6",0,1,1,0,0,0,1,1,0,5,5,5,26,2,0,1
"Dctpp1",2,2,3,2,1,0,3,4,4,3,5,5,84,4,0,1
"Dcun1d1",1,0,1,1,0,0,2,2,4,1,6,6,29,1,0,5
"Dcun1d2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcun1d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcun1d4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dcun1d5",1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
"Dcxr",1,1,2,0,0,0,0,0,0,2,1,2,4,2,0,0
"Dda1",2,4,1,0,0,0,0,1,3,5,8,8,16,0,0,1
"Ddah1",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
"Ddah2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddb1",2,2,9,6,1,0,3,2,11,13,17,4,26,2,0,3
"Ddb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddhd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddhd2",2,2,2,0,0,0,2,1,1,5,4,5,2,1,0,0
"Ddi2",15,7,6,10,1,0,49,28,24,391,182,203,75,15,1,14
"Ddias",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddit3",0,0,0,0,0,0,0,2,0,2,2,2,1,0,0,0
"Ddit4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ddit4l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddost",11,5,123,9,10,8,20,4,29,200,20,103,102,50,0,2
"Ddr1",3,3,3,2,1,0,1,4,10,5,4,7,1,11,0,6
"Ddr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddrgk1",4,3,8,1,1,0,3,3,3,6,119,15,77,3,0,3
"Ddt",0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0
"Ddx1",5,1,3,2,0,0,3,3,3,9,17,22,66,1,0,1
"Ddx10",0,0,1,0,0,0,0,0,0,1,2,3,1,0,0,0
"Ddx11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddx17",2,1,2,0,0,1,4,1,1,6,10,9,2,0,0,9
"Ddx18",1,1,2,0,0,0,0,0,0,0,1,1,13,0,0,0
"Ddx19a",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ddx19b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddx20",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ddx21",1,2,1,0,0,0,1,0,2,3,4,4,36,2,1,3
"Ddx23",6,2,3,1,0,0,3,0,2,7,12,4,3,0,0,0
"Ddx24",11,9,26,13,1,3,8,15,1,21,15,52,70,5,1,16
"Ddx26b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddx27",1,1,3,1,2,0,0,0,0,3,4,3,9,0,0,0
"Ddx28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddx31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddx39",2,2,6,0,2,0,1,1,13,4,5,9,66,2,0,0
"Ddx39b",18,3,3,8,1,1,39,13,24,8,8,29,138,14,0,5
"Ddx3x",11,6,12,10,4,1,5,11,26,185,205,178,29,28,1,29
"Ddx3y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddx41",1,0,0,0,0,0,0,0,0,1,2,2,17,1,0,0
"Ddx42",2,1,2,1,0,0,6,2,11,59,93,11,2,0,0,2
"Ddx46",8,3,5,13,7,5,3,1,17,69,8,17,47,2,1,1
"Ddx47",1,1,0,0,0,0,0,0,0,0,1,3,7,0,0,0
"Ddx49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddx5",374,313,585,76,77,58,187,295,227,1165,1647,1473,534,319,7,329
"Ddx50",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
"Ddx51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddx52",0,1,1,0,0,0,1,1,1,2,2,1,8,0,0,0
"Ddx54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddx55",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Ddx56",1,1,1,0,0,0,2,1,1,1,2,1,10,2,0,0
"Ddx58",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Ddx59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ddx6",5,3,3,6,2,0,3,3,2,15,6,31,2,1,0,27
"Ddx60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deaf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deb1",2,2,3,1,0,0,8,1,1,8,16,7,42,2,0,2
"Decr1",0,1,0,0,0,0,0,0,0,2,1,2,2,1,0,0
"Decr2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dedd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dedd2",1,1,1,0,0,0,0,1,0,3,3,2,1,0,0,0
"Def6",1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
"Def8",0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0
"Defb1",0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,3
"Defb14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defb6",4,2,2,0,0,0,1,0,0,741,83,80,1,0,12,79
"Degs1",15,3,19,5,2,0,9,25,27,8,241,94,3,21,0,2
"Degs2",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Dek",51,62,192,13,9,19,59,70,46,239,68,265,107,41,1,52
"Dennd1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennd1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennd1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennd2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennd2c",0,0,1,0,0,0,1,1,0,1,3,3,0,0,0,0
"Dennd2d",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dennd4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennd4b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennd4c",0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1
"Dennd5a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennd5b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennd6a",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Dennd6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Denr",4,1,3,2,2,0,1,1,3,21,35,56,20,4,1,2
"Depdc1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depdc1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depdc5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depdc7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deptor",0,1,1,0,0,0,1,0,0,2,1,2,1,0,0,0
"Dera",0,0,0,0,0,0,1,1,1,12,2,2,39,1,0,0
"Derl1",2,1,1,4,1,0,3,23,1,3,6,19,44,2,0,3
"Derl2",2,1,4,4,0,0,34,1,1,53,9,8,2,1,0,1
"Derl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desi1",0,0,0,0,0,0,0,1,0,5,6,7,2,1,0,2
"Desi2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Dexi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dffa",1,1,2,0,0,0,1,0,0,7,13,12,2,0,0,1
"Dffb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dfna5",1,0,1,0,0,0,6,2,2,3,3,5,10,2,0,0
"Dgat1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dgat2",0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,1
"Dgcr14",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"Dgcr2",1,0,1,0,0,0,0,0,0,2,1,2,2,0,0,0
"Dgcr6",63,159,188,21,31,23,2,51,29,13,314,49,9,4,0,1
"Dgcr8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dgka",2,1,1,2,1,0,0,2,0,1,2,2,4,1,0,0
"Dgkd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dgke",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dgkq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dgkz",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Dguok",1,0,1,0,0,0,0,2,1,2,2,2,2,0,0,0
"Dhcr24",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Dhcr7",1,0,1,0,0,0,0,0,0,4,5,4,4,1,0,4
"Dhdds",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dhdh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhfr",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dhodh",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dhps",0,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0
"Dhrs1",0,0,1,0,0,0,0,0,0,3,2,3,1,0,0,1
"Dhrs11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhrs13",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dhrs2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhrs3",26,19,135,14,5,11,72,78,21,136,28,277,53,29,1,31
"Dhrs4",1,0,1,0,0,0,1,1,1,14,6,184,23,1,0,1
"Dhrs7",1,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0
"Dhrs7b",1,1,1,0,0,0,0,0,0,2,2,2,2,1,0,0
"Dhrs9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhtkd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhx15",3,10,2,0,1,0,11,10,5,5,37,31,8,1,0,8
"Dhx16",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Dhx29",1,0,1,0,0,0,1,0,0,3,2,5,1,0,0,1
"Dhx30",1,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0
"Dhx32",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Dhx33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhx34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhx35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhx36",1,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0
"Dhx37",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Dhx38",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"Dhx40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhx57",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Dhx58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhx8",0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0
"Dhx9",0,1,1,0,0,1,1,1,1,3,3,6,1,0,0,0
"Diablo",0,1,1,0,0,0,0,0,0,3,3,3,16,1,0,0
"Diaph1",1,2,0,0,0,0,1,0,0,1,2,4,0,0,0,1
"Diaph2",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Diaph3",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"Dicer1",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Dido1",0,0,0,0,0,0,1,0,0,2,1,2,1,0,0,0
"Diexf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dimt1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Dio2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dip2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dip2b",1,4,1,1,2,0,0,1,0,2,9,7,1,0,0,4
"Dip2c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dirc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dis3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dis3l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dis3l2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Disc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Disp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Disp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dixdc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dkc1",4,3,7,8,0,0,26,2,2,8,7,10,94,2,0,0
"Dkk3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dkkl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlat",0,0,1,0,0,0,1,0,1,1,1,2,7,0,0,0
"Dlc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dld",0,0,0,0,0,0,5,2,0,2,1,41,13,0,0,0
"Dleu2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlg1",0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0
"Dlg2",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Dlg3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dlg5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlgap1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlgap4",1,1,1,0,0,0,1,1,0,2,3,3,1,1,0,1
"Dlgap5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlk2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dll1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlst",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlx1as",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlx2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlx3",0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,1
"Dlx4",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Dlx4os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dlx5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmap1",0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0
"Dmd",0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0
"Dmkn",694,1133,1581,219,152,86,173,359,97,2212,5055,5341,46,149,13,566
"Dmpk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmrta2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmtf1",0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0
"Dmwd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmxl1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Dmxl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dna2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnaaf2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dnaaf5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah2os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah7c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnah8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnaic1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnaja1",41,15,35,4,11,7,31,19,29,80,10,134,91,6,1,14
"Dnaja2",7,2,4,6,0,0,8,4,2,10,6,82,53,2,0,32
"Dnaja3",2,1,3,0,0,0,9,0,6,3,4,7,3,1,0,0
"Dnaja4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajb1",170,222,537,28,39,27,51,269,198,302,945,458,84,135,3,60
"Dnajb11",1,1,1,3,0,0,0,0,0,2,6,2,16,0,0,0
"Dnajb12",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"Dnajb14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajb2",0,0,1,0,0,0,0,0,0,1,4,3,1,0,0,2
"Dnajb3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajb4",0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0
"Dnajb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajb6",15,8,29,2,1,4,27,17,16,13,11,97,42,11,0,10
"Dnajb9",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Dnajc1",2,3,4,0,0,0,1,1,0,3,4,6,1,0,0,1
"Dnajc10",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"Dnajc11",0,0,1,0,0,0,0,0,0,3,2,2,3,0,0,0
"Dnajc12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc13",1,0,1,0,0,0,0,0,0,2,4,5,0,0,0,0
"Dnajc14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc15",2,1,3,0,0,0,1,1,0,3,3,6,57,3,0,1
"Dnajc16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc17",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Dnajc18",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Dnajc19",5,6,2,6,12,2,27,8,17,74,5,35,124,14,0,16
"Dnajc19-ps",0,2,0,0,2,0,2,0,2,2,1,2,12,1,0,1
"Dnajc2",2,2,2,0,0,0,0,1,2,4,2,5,36,1,0,0
"Dnajc21",0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
"Dnajc24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc3",1,1,2,0,0,0,2,1,0,6,15,6,16,2,0,1
"Dnajc30",0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0
"Dnajc4",2,1,2,0,0,0,0,0,0,4,4,5,3,1,0,0
"Dnajc5",2,4,2,0,0,0,0,7,0,4,6,5,2,1,0,0
"Dnajc6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnajc7",5,1,2,0,0,0,1,1,5,19,4,8,46,1,0,1
"Dnajc8",59,36,79,22,16,7,31,33,39,277,215,318,86,31,1,43
"Dnajc9",2,1,3,1,2,0,12,2,2,4,3,6,16,1,0,0
"Dnal1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnal4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnase1l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnase1l2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Dnase1l3",0,0,0,0,0,0,0,0,0,17,21,23,0,0,1,2
"Dnase2a",1,1,2,2,1,0,0,1,12,2,4,46,17,3,0,16
"Dnd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnhd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnlz",1,1,3,0,0,0,1,2,0,3,2,2,8,1,0,0
"Dnm1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnm1l",6,4,4,1,1,0,6,1,2,11,20,13,1,0,0,12
"Dnm2",0,1,0,0,0,0,1,0,0,3,3,3,2,0,0,2
"Dnm3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnm3os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnmbp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dnmt1",4,1,1,0,0,0,20,2,0,5,2,4,4,0,0,0
"Dnmt3a",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Dnmt3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
